filme1,filme2,qtd_atores_compartilhados,atores_compartilhados,generos_compartilhados,similaridade,peso
Ladyhawke,Jumpin' Jack Flash,1,John Wood,Romance,3,0.333333
Snow Falling on Cedars,"Man Who Wasn't There, The",1,Richard Jenkins,Drama,3,0.333333
Holes,Transformers: Dark of the Moon,1,Shia LaBeouf,Adventure,3,0.333333
"Muppet Christmas Carol, The",Blues Brothers 2000,1,Frank Oz,Comedy|Musical,4,0.25
Pirates of the Caribbean: On Stranger Tides,Alice Through the Looking Glass,1,Johnny Depp,Adventure|Fantasy,4,0.25
Money Train,U Turn,1,Jennifer Lopez,Crime|Drama,4,0.25
Charlie's Angels: Full Throttle,"Other Woman, The",1,Cameron Diaz,Comedy,3,0.333333
Perfume: The Story of a Murderer,Rush,1,David Calder,Drama,3,0.333333
Licence to Kill,Mortal Kombat: Annihilation,1,Talisa Soto,Action|Adventure,4,0.25
Circle of Friends,"Anniversary Party, The",1,Alan Cumming,Drama,3,0.333333
"Astronaut's Wife, The","Road, The",1,Charlize Theron,Thriller,3,0.333333
Mr. Nobody,Suicide Squad,1,Jared Leto,Sci-Fi,3,0.333333
Wanted,Atomic Blonde,1,James McAvoy,Thriller,3,0.333333
Marathon Man,Perfume: The Story of a Murderer,1,Dustin Hoffman,Crime|Drama|Thriller,5,0.2
Grumpy Old Men,"House Bunny, The",1,Christopher McDonald,Comedy,3,0.333333
Simone (S1m0ne),Captain Phillips,1,Catherine Keener,Drama,3,0.333333
Parenthood,Little Big League,1,Jason Robards,Comedy|Drama,4,0.25
After Hours,Gremlins 2: The New Batch,1,Dick Miller,Comedy,3,0.333333
"Juror, The",BlacKkKlansman,1,Alec Baldwin,Drama,3,0.333333
Bad Education (La mala educación),"Motorcycle Diaries, The (Diarios de motocicleta)",1,Gael García Bernal,Drama,3,0.333333
Men in Black III (M.III.B.) (M.I.B.³),Inherent Vice,1,Josh Brolin,Comedy,3,0.333333
Richie Rich,Tom and Huck,1,Michael McShane,Children,3,0.333333
"Town, The",Wind River,1,Jeremy Renner,Crime|Thriller,4,0.25
"Poseidon Adventure, The",Extreme Measures,1,Gene Hackman,Drama,3,0.333333
Four Rooms,Roger Dodger,1,Jennifer Beals,Comedy,3,0.333333
"Money Pit, The",Turner & Hooch,1,Tom Hanks,Comedy,3,0.333333
Kalifornia,"Other Sister, The",1,Juliette Lewis,Drama,3,0.333333
Titus,Ray,1,Harry Lennix,Drama,3,0.333333
Terms of Endearment,In Her Shoes,1,Shirley MacLaine,Comedy|Drama,4,0.25
"Quest for Fire (Guerre du feu, La)",Pacific Rim,1,Ron Perlman,Adventure,3,0.333333
"Adventures of Buckaroo Banzai Across the 8th Dimension, The",Down by Law,1,Ellen Barkin,Comedy,3,0.333333
"Paris, Texas","Rainmaker, The",1,Dean Stockwell,Drama,3,0.333333
AVP: Alien vs. Predator,Exam,1,Colin Salmon,Thriller,3,0.333333
The Scorpion King,"Fast Five (Fast and the Furious 5, The)",1,Dwayne Johnson,Action|Thriller,4,0.25
Insurgent,Baby Driver,1,Ansel Elgort,Action|Thriller,4,0.25
"Seventh Seal, The (Sjunde inseglet, Det)",Babette's Feast (Babettes gæstebud),1,Bibi Andersson,Drama,3,0.333333
Sid and Nancy,Rosencrantz and Guildenstern Are Dead,1,Gary Oldman,Drama,3,0.333333
Desperately Seeking Susan,Blink,2,Aidan Quinn|Laurie Metcalf,,4,0.25
"Bourne Legacy, The",Avengers: Infinity War - Part II,1,Jeremy Renner,Action|Adventure,4,0.25
Scary Movie 2,"Hot Chick, The",1,Anna Faris,Comedy,3,0.333333
"2 Fast 2 Furious (Fast and the Furious 2, The)","Good Day to Die Hard, A",2,Cole Hauser|Amaury Nolasco,Action|Crime|Thriller,7,0.142857
Scooby-Doo,Johnny English,1,Rowan Atkinson,Comedy,3,0.333333
Married to the Mob,Mickey Blue Eyes,1,Paul Lazar,Comedy,3,0.333333
Drugstore Cowboy,Twin Peaks: Fire Walk with Me,1,Heather Graham,Crime|Drama,4,0.25
Transformers: Revenge of the Fallen,Eagle Eye,1,Shia LaBeouf,Action|IMAX,4,0.25
Funny People,50/50,1,Seth Rogen,Comedy|Drama,4,0.25
Anastasia,Marie Antoinette,1,Kirsten Dunst,Drama,3,0.333333
Mixed Nuts,Big Night,1,Liev Schreiber,Comedy,3,0.333333
National Treasure: Book of Secrets,Red 2,1,Helen Mirren,Action,3,0.333333
Places in the Heart,"History of Violence, A",1,Ed Harris,Drama,3,0.333333
Fierce Creatures,In & Out,1,Kevin Kline,Comedy,3,0.333333
Syriana,"Descendants, The",1,George Clooney,Drama,3,0.333333
White Chicks,Bridesmaids,1,Terry Crews,Comedy,3,0.333333
Finding Dory,Star Trek Beyond,1,Idris Elba,Adventure,3,0.333333
Blind Date,Red,1,Bruce Willis,Comedy,3,0.333333
"Expendables 2, The",The Hunger Games: Mockingjay - Part 2,1,Liam Hemsworth,Adventure,3,0.333333
Old Yeller,Swiss Family Robinson,3,Kevin Corcoran|Tommy Kirk|Dorothy McGuire,Children,7,0.142857
Running Scared,Midnight Run,1,Joe Pantoliano,Action|Comedy,4,0.25
Wolf,Dracula 2000,1,Christopher Plummer,Horror,3,0.333333
Red,"Good Day to Die Hard, A",1,Bruce Willis,Action,3,0.333333
Ice Age 2: The Meltdown,The Big Sick,1,Ray Romano,Comedy,3,0.333333
Blue Crush,21,1,Kate Bosworth,Drama|Romance,4,0.25
21,Horrible Bosses 2,1,Kevin Spacey,Crime,3,0.333333
Dreamscape,Wolf,1,Christopher Plummer,Horror|Thriller,4,0.25
Smoke,One True Thing,1,William Hurt,Drama,3,0.333333
Green Card,"Man Without a Face, The",1,Ethan Phillips,Drama,3,0.333333
She's the One,George of the Jungle,1,Leslie Mann,Comedy,3,0.333333
Broadcast News,"Scout, The",1,Albert Brooks,Comedy|Drama,4,0.25
"Way We Were, The",Speed 2: Cruise Control,1,Lois Chiles,Romance,3,0.333333
Rocky IV,Spy Kids 3-D: Game Over,1,Sylvester Stallone,Action,3,0.333333
Once Upon a Time in America,Riding in Cars with Boys,1,James Woods,Drama,3,0.333333
"Basketball Diaries, The",Body of Lies,1,Leonardo DiCaprio,Drama,3,0.333333
Horrible Bosses,Horrible Bosses 2,6,Jennifer Aniston|Kevin Spacey|Jason Bateman|Lindsay Sloane|Charlie Day|Jason Sudeikis,Comedy|Crime,14,0.071429
Rambo: First Blood Part II,Spy Kids 3-D: Game Over,1,Sylvester Stallone,Action|Adventure,4,0.25
Sea of Love,Days of Thunder,1,Michael Rooker,Drama,3,0.333333
Murder in the First,"Cooler, The",1,William H. Macy,Drama,3,0.333333
"Darjeeling Limited, The",Little Fockers,1,Owen Wilson,Comedy,3,0.333333
13 Going on 30,Letters to Juliet,1,Marcia DeBonis,Romance,3,0.333333
Date Night,Bridesmaids,1,Kristen Wiig,Comedy,3,0.333333
Green Lantern,Zero Dark Thirty,1,Mark Strong,Action,3,0.333333
RoboCop 2,Saw V,1,Mark Rolston,Crime|Thriller,4,0.25
"Mission, The",Kingdom of Heaven,1,Liam Neeson,Drama,3,0.333333
Rosencrantz and Guildenstern Are Dead,Tinker Tailor Soldier Spy,1,Gary Oldman,Drama,3,0.333333
Six Days Seven Nights,"Last Airbender, The",1,Cliff Curtis,Adventure,3,0.333333
William Shakespeare's A Midsummer Night's Dream,Maid in Manhattan,1,Stanley Tucci,Comedy,3,0.333333
Death Becomes Her,Julie & Julia,1,Meryl Streep,Comedy,3,0.333333
12 Years a Slave,Once Upon a Time in Hollywood,1,Brad Pitt,Drama,3,0.333333
"Mexican, The","Last Castle, The",1,James Gandolfini,Action,3,0.333333
"Fabulous Baker Boys, The",Up Close and Personal,1,Michelle Pfeiffer,Drama|Romance,4,0.25
...And Justice for All,"Girl, Interrupted",1,Jeffrey Tambor,Drama,3,0.333333
Ladyhawke,"Ideal Husband, An",1,John Wood,Romance,3,0.333333
Sydney (Hard Eight),Happiness,1,Philip Seymour Hoffman,Drama,3,0.333333
50/50,Sausage Party,1,Seth Rogen,Comedy,3,0.333333
What We Do in the Shadows,Moana,1,Jemaine Clement,Comedy,3,0.333333
Tango & Cash,Assassins,1,Sylvester Stallone,Action|Crime|Thriller,5,0.2
Straw Dogs,All the President's Men,1,Dustin Hoffman,Drama|Thriller,4,0.25
WarGames,Solo,1,Barry Corbin,Sci-Fi|Thriller,4,0.25
Silkwood,Short Cuts,1,Fred Ward,Drama,3,0.333333
"Freshman, The",Stuart Little,1,Bruno Kirby,Comedy,3,0.333333
For Love or Money,Stuart Little,1,Michael J. Fox,Comedy,3,0.333333
Roxanne,Major Payne,1,Damon Wayans,Comedy,3,0.333333
"Good Night, and Good Luck.","Ides of March, The",1,George Clooney,Drama,3,0.333333
The Scorpion King,Gothika,1,Bernard Hill,Thriller,3,0.333333
Henry V,"Importance of Being Earnest, The",1,Charles Kay,Drama|Romance,4,0.25
Beauty of the Day (Belle de jour),Persepolis,1,Catherine Deneuve,Drama,3,0.333333
Higher Learning,Mulholland Falls,1,Jennifer Connelly,Drama,3,0.333333
"Expendables, The",Spy,1,Jason Statham,Action,3,0.333333
Private Parts,Win Win,1,Paul Giamatti,Comedy|Drama,4,0.25
"Giver, The",Elysium,1,Emma Tremblay,Drama|Sci-Fi,4,0.25
Toys,Empire Records,1,Debi Mazar,Comedy,3,0.333333
Miami Rhapsody,Spy Kids,2,Antonio Banderas|Carla Gugino,Comedy,5,0.2
Suspicion,To Catch a Thief,1,Cary Grant,Mystery|Thriller,4,0.25
Mean Streets,"Score, The",1,Robert De Niro,Drama,3,0.333333
Brighton Beach Memoirs,Weekend at Bernie's,1,Jonathan Silverman,Comedy,3,0.333333
Dan in Real Life,Despicable Me 2,1,Steve Carell,Comedy,3,0.333333
"Corruptor, The",25th Hour,1,Brian Cox,Crime|Drama,4,0.25
Chain Reaction,Hard Rain,1,Morgan Freeman,Action|Thriller,4,0.25
Fantasia 2000,Cheaper by the Dozen,1,Steve Martin,Children,3,0.333333
Diner,Drop Dead Gorgeous,1,Ellen Barkin,Comedy,3,0.333333
Proof,Prisoners,1,Jake Gyllenhaal,Drama,3,0.333333
Timeline,Tron: Legacy,1,Michael Sheen,Action|Adventure|Sci-Fi,5,0.2
Pet Sematary,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",1,Miko Hughes,Horror,3,0.333333
"Holiday, The",Contagion,2,Jude Law|Kate Winslet,,4,0.25
Timeline,Déjà Vu (Deja Vu),1,Matt Craven,Action|Sci-Fi,4,0.25
Broadcast News,One True Thing,1,William Hurt,Drama,3,0.333333
Adventures in Babysitting,Don't Tell Mom the Babysitter's Dead,1,Keith Coogan,Comedy,3,0.333333
Honeymoon in Vegas,Mickey Blue Eyes,1,James Caan,Comedy|Romance,4,0.25
Fatal Instinct,Flubber,1,Christopher McDonald,Comedy,3,0.333333
Lemony Snicket's A Series of Unfortunate Events,Frankenweenie,1,Catherine O'Hara,Comedy,3,0.333333
"Return of the Living Dead, The",Weekend at Bernie's,1,Don Calfa,Comedy,3,0.333333
Cats & Dogs,Along Came Polly,1,Alec Baldwin,Comedy,3,0.333333
Zero Effect,Keeping the Faith,1,Ben Stiller,Comedy,3,0.333333
Alexander,Salt,1,Angelina Jolie,Action,3,0.333333
Michael Clayton,Valkyrie,1,Tom Wilkinson,Drama|Thriller,4,0.25
Serendipity,Dumb and Dumberer: When Harry Met Lloyd,1,Eugene Levy,Comedy,3,0.333333
For Love of the Game,Step Brothers,1,John C. Reilly,Comedy,3,0.333333
"Big Hit, The",Shooter,1,Mark Wahlberg,Action,3,0.333333
Timeline,"2 Fast 2 Furious (Fast and the Furious 2, The)",1,Paul Walker,Action,3,0.333333
Coyote Ugly,Confessions of a Shopaholic,1,John Goodman,Comedy|Romance,4,0.25
River's Edge,Charlie's Angels: Full Throttle,1,Crispin Glover,Crime,3,0.333333
Timecop,Rosewood,1,Bruce McGill,Action,3,0.333333
Restoration,Kingdom of Heaven,1,David Thewlis,Drama,3,0.333333
Stuart Little,Down to Earth,1,Chazz Palminteri,Comedy|Fantasy,4,0.25
"World According to Garp, The","Civil Action, A",1,John Lithgow,Drama,3,0.333333
Deuce Bigalow: Male Gigolo,You Don't Mess with the Zohan,1,Rob Schneider,Comedy,3,0.333333
"Man Who Wasn't There, The",In Good Company,1,Scarlett Johansson,Drama,3,0.333333
Flubber,Just Married,1,Raymond J. Barry,Comedy,3,0.333333
Barton Fink,Coffee and Cigarettes,1,Steve Buscemi,Drama,3,0.333333
Cop Land,Sin City: A Dame to Kill For,1,Ray Liotta,Action|Crime|Thriller,5,0.2
Badlands,"Straight Story, The",1,Sissy Spacek,Drama,3,0.333333
Homeward Bound: The Incredible Journey,Lincoln,1,Sally Field,Drama,3,0.333333
"Color Purple, The",Selma,1,Oprah Winfrey,Drama,3,0.333333
Monsters University,"Hangover Part III, The",1,John Goodman,Comedy,3,0.333333
Spy Kids,Ruby Sparks,1,Antonio Banderas,Comedy,3,0.333333
Amistad,Invictus,1,Morgan Freeman,Drama,3,0.333333
Mercury Rising,22 Jump Street,1,Peter Stormare,Action,3,0.333333
Jarhead,Furious 7,1,Lucas Black,Action,3,0.333333
Murphy's Romance,Space Cowboys,1,James Garner,Comedy,3,0.333333
Places in the Heart,"Juror, The",1,Lindsay Crouse,Drama,3,0.333333
"War, The",Man of Steel,1,Kevin Costner,Adventure,3,0.333333
"Beverly Hillbillies, The","Animal, The",1,Rob Schneider,Comedy,3,0.333333
"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)","General's Daughter, The",1,Clarence Williams III,Drama,3,0.333333
Talladega Nights: The Ballad of Ricky Bobby,Hotel Transylvania,1,Molly Shannon,Comedy,3,0.333333
Vicky Cristina Barcelona,Frost/Nixon,1,Rebecca Hall,Drama,3,0.333333
Rocky IV,The Expendables 3,2,Dolph Lundgren|Sylvester Stallone,Action,5,0.2
"Name of the Rose, The (Name der Rose, Der)",Untamed Heart,1,Christian Slater,Drama,3,0.333333
Far from Heaven,"Good Night, and Good Luck.",1,Patricia Clarkson,Drama,3,0.333333
"Honey, I Blew Up the Kid",Just Like Heaven,1,Ron Canada,Comedy,3,0.333333
Angels in the Outfield,Houseguest,1,Tony Longo,Comedy,3,0.333333
Pushing Tin,Bandits,2,Billy Bob Thornton|Cate Blanchett,Comedy,5,0.2
Space Cowboys,Fool's Gold,1,Donald Sutherland,Action|Adventure|Comedy,5,0.2
Rocky IV,Get Carter,1,Sylvester Stallone,Action|Drama,4,0.25
Thunderball,Medicine Man,1,Sean Connery,Adventure,3,0.333333
"Candidate, The",Up Close and Personal,1,Robert Redford,Drama,3,0.333333
Grumpy Old Men,Rumor Has It...,1,Christopher McDonald,Comedy,3,0.333333
Once Upon a Time in America,White House Down,1,James Woods,Drama,3,0.333333
"Sum of All Fears, The",Transcendence,1,Morgan Freeman,Drama,3,0.333333
Henry Fool,Lemony Snicket's A Series of Unfortunate Events,1,Liam Aiken,Comedy,3,0.333333
Rambo: First Blood Part II,The Expendables 3,1,Sylvester Stallone,Action|Adventure,4,0.25
Dead Man,Melancholia,1,John Hurt,Drama,3,0.333333
Stuart Little,Win a Date with Tad Hamilton!,1,Nathan Lane,Comedy,3,0.333333
Crank,Spy,1,Jason Statham,Action,3,0.333333
Paulie,Spy Kids,2,Cheech Marin|Tony Shalhoub,Adventure|Children|Comedy,7,0.142857
Empire of the Sun,Transformers: Dark of the Moon,1,John Malkovich,Action|Adventure|War,5,0.2
Rambo: First Blood Part II,Get Carter,1,Sylvester Stallone,Action|Thriller,4,0.25
Spies Like Us,Sgt. Bilko,1,Dan Aykroyd,Comedy,3,0.333333
Sea of Love,Coyote Ugly,1,John Goodman,Drama,3,0.333333
Harold and Kumar Go to White Castle,Identity Thief,1,John Cho,Comedy,3,0.333333
Flags of Our Fathers,Snowpiercer,1,Jamie Bell,Drama,3,0.333333
Dawn of the Planet of the Apes,War for the Planet of the Apes,4,Karin Konoval|Andy Serkis|Terry Notary|Toby Kebbell,Sci-Fi,9,0.111111
"History of Violence, A",Mother!,1,Ed Harris,Drama|Thriller,4,0.25
Heavyweights (Heavy Weights),Megamind,1,Ben Stiller,Children|Comedy,4,0.25
Up Close and Personal,"Story of Us, The",1,Michelle Pfeiffer,Drama,3,0.333333
"Crow: City of Angels, The","Substitute, The",1,Richard Brooks,Action,3,0.333333
Encino Man,Blast from the Past,1,Brendan Fraser,Comedy,3,0.333333
Desperately Seeking Susan,Shattered Glass,1,Mark Blum,Drama,3,0.333333
"Rainmaker, The",Igby Goes Down,1,Claire Danes,Drama,3,0.333333
Blow Out,"General's Daughter, The",1,John Travolta,Mystery|Thriller,4,0.25
Cocktail,Born on the Fourth of July,1,Tom Cruise,Drama,3,0.333333
Better Off Dead...,"Road to Wellville, The",1,John Cusack,Comedy,3,0.333333
Barton Fink,Dan in Real Life,1,John Mahoney,Drama,3,0.333333
"Mexican, The",Kung Fu Panda 3,1,J.K. Simmons,Action,3,0.333333
Layer Cake,The Shape of Water,1,Sally Hawkins,Drama,3,0.333333
"Bell, Book and Candle",Grumpy Old Men,1,Jack Lemmon,Comedy,3,0.333333
Under the Tuscan Sun,Jumper,1,Diane Lane,Drama,3,0.333333
"Rules of Attraction, The",21,1,Kate Bosworth,Drama|Romance|Thriller,5,0.2
Rebecca,"Boys from Brazil, The",1,Laurence Olivier,Mystery|Thriller,4,0.25
Six Degrees of Separation,Lady in the Water,1,Mary Beth Hurt,Drama,3,0.333333
Straw Dogs,Kramer vs. Kramer,1,Dustin Hoffman,Drama,3,0.333333
Primary Colors,Bandits,1,Billy Bob Thornton,Comedy,3,0.333333
Clue,Teaching Mrs. Tingle,1,Michael McKean,Comedy|Thriller,4,0.25
"Apostle, The","Road, The",1,Robert Duvall,Drama,3,0.333333
All Dogs Go to Heaven,Bean,1,Burt Reynolds,Comedy,3,0.333333
Kramer vs. Kramer,"House of the Spirits, The",1,Meryl Streep,Drama,3,0.333333
Grumpy Old Men,My Favorite Martian,1,Daryl Hannah,Comedy,3,0.333333
"Thirteenth Floor, The",Far from Heaven,1,Dennis Haysbert,Drama,3,0.333333
Losing Isaiah,Monster's Ball,1,Halle Berry,Drama,3,0.333333
47 Ronin,Thor: The Dark World,1,Tadanobu Asano,Action|Adventure|Fantasy,5,0.2
Gaslight,Soylent Green,1,Joseph Cotten,Drama|Thriller,4,0.25
Five Easy Pieces,"Bucket List, The",1,Jack Nicholson,Drama,3,0.333333
Eagle Eye,Fury,1,Shia LaBeouf,Action,3,0.333333
50/50,Pitch Perfect 2,1,Anna Kendrick,Comedy,3,0.333333
"Last Detail, The",Wolf,1,Jack Nicholson,Drama,3,0.333333
Stigmata,What a Girl Wants,1,Jonathan Pryce,Drama,3,0.333333
Madonna: Truth or Dare,Evita,1,Madonna,Musical,3,0.333333
Rosewood,"6th Day, The",1,Michael Rooker,Action,3,0.333333
"Return of the Pink Panther, The","Pink Panther Strikes Again, The",2,Peter Sellers|Herbert Lom,Comedy|Crime,6,0.166667
Starman,Hell or High Water,1,Jeff Bridges,Drama,3,0.333333
Wolf,Mother!,1,Michelle Pfeiffer,Drama|Horror|Thriller,5,0.2
"Juror, The",Devil,1,Matt Craven,Thriller,3,0.333333
State of Play,About Time,1,Rachel McAdams,Drama,3,0.333333
"Name of the Rose, The (Name der Rose, Der)",Mindhunters,1,Christian Slater,Crime|Mystery|Thriller,5,0.2
"Juror, The",Snowden,1,Joseph Gordon-Levitt,Drama|Thriller,4,0.25
Strange Brew,Parenthood,1,Rick Moranis,Comedy,3,0.333333
"Basketball Diaries, The","Happening, The",1,Mark Wahlberg,Drama,3,0.333333
"Astronaut's Wife, The","Bourne Legacy, The",1,Donna Murphy,Thriller,3,0.333333
"Good Girl, The",Along Came Polly,1,Jennifer Aniston,Comedy,3,0.333333
Dr. Dolittle 2,Talladega Nights: The Ballad of Ricky Bobby,1,Andy Richter,Comedy,3,0.333333
"Goofy Movie, A","Road to El Dorado, The",2,Jim Cummings|Frank Welker,Animation|Children,6,0.166667
Star Wars: The Last Jedi,X-Men: Apocalypse,1,Oscar Isaac,Action|Adventure|Fantasy|Sci-Fi,6,0.166667
Nurse Betty,Down with Love,1,Renée Zellweger,Comedy|Romance,4,0.25
"Men Who Stare at Goats, The",22 Jump Street,1,Nick Offerman,Action|Comedy,4,0.25
Varsity Blues,Holes,1,Jon Voight,Comedy,3,0.333333
Space Cowboys,"Three Burials of Melquiades Estrada, The",1,Tommy Lee Jones,Adventure,3,0.333333
Peggy Sue Got Married,"Number 23, The",1,Jim Carrey,Drama,3,0.333333
Intolerable Cruelty,Solaris,1,George Clooney,Romance,3,0.333333
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),Happiness,1,Jon Lovitz,Comedy,3,0.333333
Major League,Waiting to Exhale,1,Dennis Haysbert,Comedy,3,0.333333
Kiss the Girls,Where the Heart Is,1,Ashley Judd,Drama,3,0.333333
Book of Shadows: Blair Witch 2,"Adjustment Bureau, The",1,Chuck Scarborough,Thriller,3,0.333333
Rocky III,Cobra,1,Sylvester Stallone,Action,3,0.333333
Air America,U.S. Marshals,1,Robert Downey Jr.,Action,3,0.333333
Ghostbusters,How to Train Your Dragon 2,1,Kristen Wiig,Action,3,0.333333
White Men Can't Jump,Made of Honor,1,Kadeem Hardison,Comedy,3,0.333333
Your Friends and Neighbors,Megamind,1,Ben Stiller,Comedy,3,0.333333
Capote,Where the Wild Things Are,1,Catherine Keener,Drama,3,0.333333
Enchanted,Night at the Museum: Battle of the Smithsonian,1,Amy Adams,Comedy,3,0.333333
She's Out of My League,How to Train Your Dragon 2,2,Jay Baruchel|T.J. Miller,,4,0.25
Aeon Flux,Transformers: Dark of the Moon,1,Frances McDormand,Action|Sci-Fi,4,0.25
Nobody's Fool,Charlie Wilson's War,1,Philip Seymour Hoffman,Comedy|Drama,4,0.25
Volcano,Lincoln,1,Tommy Lee Jones,Drama,3,0.333333
Four Rooms,"Next Best Thing, The",1,Madonna,Comedy,3,0.333333
Bringing Out the Dead,Flight,1,John Goodman,Drama,3,0.333333
For Love of the Game,Talladega Nights: The Ballad of Ricky Bobby,1,John C. Reilly,Comedy,3,0.333333
Treasure Planet,Atlantis: The Lost Empire,1,Corey Burton,Adventure|Animation|Children,5,0.2
Time After Time,WarGames,1,Kent Williams,Sci-Fi|Thriller,4,0.25
Osmosis Jones,21,1,Laurence Fishburne,Crime|Drama|Romance|Thriller,6,0.166667
Home for the Holidays,Keeping the Faith,1,Anne Bancroft,Drama,3,0.333333
Fierce Creatures,George of the Jungle,1,John Cleese,Comedy,3,0.333333
"Candidate, The","Conversation, The",1,Allen Garfield,Drama,3,0.333333
Red Heat,End of Days,1,Arnold Schwarzenegger,Action,3,0.333333
Desperate Measures,Spotlight,1,Michael Keaton,Thriller,3,0.333333
Frankie and Johnny,Stuart Little,1,Nathan Lane,Comedy,3,0.333333
Anatomy of a Murder,"Hustler, The",2,George C. Scott|Murray Hamilton,Drama,5,0.2
"Natural, The","Scarlet Letter, The",2,Robert Duvall|Robert Prosky,Drama,5,0.2
Masters of the Universe,Superman Returns,1,Frank Langella,Action|Adventure|Sci-Fi,5,0.2
"Jackal, The",Hostage,1,Bruce Willis,Action|Thriller,4,0.25
Harold and Kumar Go to White Castle,Date Movie,1,Fred Willard,Comedy,3,0.333333
Timecop,Maximum Risk,1,Jean-Claude Van Damme,Action|Thriller,4,0.25
Married to the Mob,In & Out,1,Joan Cusack,Comedy,3,0.333333
Bringing Out the Dead,The Artist,1,John Goodman,Drama,3,0.333333
Supernova,End of Days,1,Robin Tunney,Thriller,3,0.333333
Bio-Dome,"Flintstones in Viva Rock Vegas, The",1,Stephen Baldwin,Comedy,3,0.333333
Jack,"Beautician and the Beast, The",1,Fran Drescher,Comedy,3,0.333333
Volcano,Gothika,1,John Carroll Lynch,Thriller,3,0.333333
"Adventures of Tintin, The",Star Wars: The Last Jedi,1,Andy Serkis,Action,3,0.333333
"China Syndrome, The",Short Cuts,1,Jack Lemmon,Drama,3,0.333333
"Muppet Christmas Carol, The",Now You See Me 2,1,Michael Caine,Comedy,3,0.333333
Murder in the First,"Scarlet Letter, The",1,Gary Oldman,Drama,3,0.333333
"Shipping News, The",21,1,Kevin Spacey,Drama,3,0.333333
"Score, The","Good Shepherd, The",1,Robert De Niro,Drama,3,0.333333
Silverado,Man of Steel,1,Kevin Costner,Action,3,0.333333
Megamind,Once Upon a Time in Hollywood,1,Brad Pitt,Comedy,3,0.333333
All the President's Men,"Presidio, The",1,Jack Warden,Thriller,3,0.333333
Death Becomes Her,Bandits,1,Bruce Willis,Comedy,3,0.333333
8MM,Where the Wild Things Are,1,Catherine Keener,Drama,3,0.333333
Jersey Girl,"Town, The",1,Ben Affleck,Drama,3,0.333333
"Ghost Writer, The",Fury,1,Jon Bernthal,Drama,3,0.333333
Hoosiers (a.k.a. Best Shot),Heartbreakers,1,Gene Hackman,Romance,3,0.333333
"Family Man, The",Reign Over Me,1,Don Cheadle,Drama,3,0.333333
